2018-12-08 19:35:07,b'from @keysdan  -  https://t.co/KfwRUyQpB4\nGET TO THE PARTY TONIGHT The Rab #Friday Night #Karaoke and\xe2\x80\xa6 https://t.co/OeUGaOIZWh',b'RadioWHATTwit',0,0,"{'type': 'Point', 'coordinates': [-92.42998515, 35.08711893]}"
2018-12-08 19:34:32,"b""#karaoke #saturdaynight #columbus #Singers  Renie's Lounge 6735 Karl Rd, at Schrock Rd. #ColumbusOhio 9:30-1:30\xe2\x80\xa6 https://t.co/aZ3gqFxBUa""",b'buckeyekaraoke',0,0,
2018-12-08 19:28:46,"b'[Thibeausofie] sings If I Could Turn Back the Hands of Time by R. Kelly, what an incredible voice on The Voice!\xe2\x80\xa6 https://t.co/XsizmjZ1qy'",b'sofie29588260',0,0,
2018-12-08 19:21:56,"b""RT @afdublin: Here's our #Newsletter for #December full of #screenings, #concerts, #talks, #workshops, #karaok\xc3\xa9, a very special #cooking de\xe2\x80\xa6""",b'jessiedublin',0,7,
2018-12-08 19:10:03,b'SBRANDONSS shared #StarBooth #karaoke recording at Strike &amp; Spare /circuis world . Listen and vote here: https://t.co/yVvYQMSzwm',b'StarBooth',0,0,
2018-12-08 19:09:10,b'RT @superinspired67: Get it girllll!\n\n#SPNJax #Karaoke https://t.co/x3mN1Sd7Mk',b'niki61490446',0,6,
2018-12-08 19:06:02,b'The 10 Best Karaoke Places in NYC! A #Karaoke Lounge Showdown For New York City | https://t.co/34PwlU8ZDO #newyork\xe2\x80\xa6 https://t.co/EP7YOJsBpC',b'treadeverywhere',0,0,
2018-12-08 19:02:08,b'RT @OldPloughSale: \xf0\x9f\x8e\x84Christmas karaoke tonight\xf0\x9f\x8e\x84\n8pm start with Simon Dutton!\n#karaoke #christmastime #dance #music https://t.co/YUfPPK72Ne',b'shaunznightlife',0,2,
2018-12-08 19:01:59,b'RT @reelnerdy: Fitting right in to Florida @DavidHaydnJones! #spnjax #karaoke #BackOfCamera https://t.co/PWshNDiJch',b'SPNcrossroad',0,6,
2018-12-08 19:01:36,b'TONIGHT! \xc2\xa0Saturday Karaoke Dec 8th at TEN MILE INN not red door tavern 9pm-1am! \xc2\xa0$$ CASH drawing at Midnight! \xc2\xa0Get\xe2\x80\xa6 https://t.co/Mj9IExFvpx',b'djstevekaraoke',0,0,
2018-12-08 18:49:25,"b'From his album Maya, I tried to cover one of my all time favorite Bipul Chettri song: #Junekiri.  #Cover #Karaoke https://t.co/yPR23ljXlk'",b'bishall_',0,0,
2018-12-08 18:47:16,b'RT @KaraokeKeysDAN: https://t.co/FqiR124kpq\n...AND THE PARTY IS ON TONIGHT! Choctaw VFW Post 4764 @KeysDAN #Saturday Night #Karaoke and #Vi\xe2\x80\xa6',b'RadioWHATTwit',0,1,
2018-12-08 18:45:10,b'Karaoke Cloud is the perfect gift for the music-lover in your life. https://t.co/N6JoMkRo0o #Christmas #rock\xe2\x80\xa6 https://t.co/DfokdDZJ15',b'TheKaraokeCloud',0,0,
2018-12-08 18:45:07,b'Karaoke &amp; Froyo Anyone? #Yojays 1105 Main street suite 401 Forest Park Ga 30297. Open 11am till 11pm. \n.\n.\n.\xe2\x80\xa6 https://t.co/9KEQoSYXCq',b'YoJays_Treats',0,0,
2018-12-08 18:41:48,b'RT @superinspired67: I love a friendship \xf0\x9f\x92\x9c\n\n#SPNJax #Karaoke https://t.co/Ijw1mTd85W',b'mattjosephcohen',0,4,
2018-12-08 18:40:04,b'RCARTIER4 shared #StarBooth #karaoke recording at Madame Tussauds NY  . Listen and vote here: https://t.co/IIJpgU0Bkp',b'StarBooth',0,0,
2018-12-08 18:31:20,b'Recorded #It Was Almost Like A Song (No BGV) on #SingSnap #karaoke https://t.co/2tDz2ZL4xQ New',b'kapusimarty',1,0,
2018-12-08 18:19:28,b'Saturday night means #karaoke night at the Woman\xe2\x80\x99s Club of #Pensacola. Doors open at 6 pm 1551 E Heinberg St.',b'WomansClubPCola',0,0,
2018-12-08 18:17:30,b'RT @ONealsPubPhilly: TONITE - great DRAFT BEERS ON TAP Karaoke tonight 10pm upstairs - @ONealsPubPhilly #karaoke #singitlikeyoumeanit #geti\xe2\x80\xa6',b'karaokeschedule',0,2,
